product_id,Тип,Льготный период,Кредитный лимит,Обслуживание в первый год,Обслуживание со второго года,Минимальный возраст для получения карты,Максимальный возраст для закрытия карты,Гражданство,Регистрация,Стаж работы на последнем месте,Условия снятия наличных: кредитные средства,Условия снятия наличных: собственные средства,Максимальный,За покупки у партнеров,Способ возврата,Максимальный возврат по кешбэку в месяц
05bacd22-f37c-4219-a29e-18658123f836,,1094 дня,до 150 000 ₽,,,19 лет,75 лет,требуется,постоянная в любом регионе присутствия банка,Для физических лиц: не менее 3 месяцев на текущем месте работы. Для индивидуальных предпринимателей: не менее 12 месяцев.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 60000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5,99%', 'Минимальная сумма комиссии': '590'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 60000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5,99%', 'Минимальная сумма комиссии': '590'}]",: до 35 %,35 %,,
81d0074e-9bba-411b-9a7b-fad60a988786,,120 дней,1 000 000 ₽,,,18 лет,23 года,не требуется,постоянная,не менее 3 месяцев,,,: до 30 %,30 %,,
bcde7e35-de83-472b-b242-45abbd72119c,Мир Классическая,120 дней,до 1 000 000 ₽,,,18 лет,70 лет,требуется,"временная, постоянная",не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3%', 'Минимальная сумма комиссии': '390'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3%', 'Минимальная сумма комиссии': '390'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3%', 'Минимальная сумма комиссии': '390'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3%', 'Минимальная сумма комиссии': '390'}]",: до 30 %,30 %,бонусы,20 000 бонусов
6b74e399-8f5a-4a4e-9f1a-fe5a60bb07df,Мир Supreme,111 дней,до 2 000 000 ₽,,,20 лет,70 лет,требуется,постоянная,не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,9%', 'Минимальная сумма комиссии': '590'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,9%', 'Минимальная сумма комиссии': '590'}]",: до 10 %,,валюта карты,10 000
d4cd5cba-b72e-4ddb-8eb0-818938c53331,Мир Классическая,50 дней,любой,,,19 лет,65 лет,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,,,,
cc1da468-072b-43dd-b098-14bb0280c78a,"Visa Classic, MasterСard World",50 дней,до 150 000 ₽,,,19 лет,62 года,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,,,,
9defd7b7-35bc-4f0e-918c-5981e73680b5,"Visa Signature, MasterСard World",50 дней,до 150 000 ₽,,,19 лет,62 года,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,,,,
7da50bc7-4b66-420b-b942-0fe66e02cd4b,MasterСard World,50 дней,любой,,,19 лет,62 года,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,: до 1 %,,,
66eda434-b17d-4ae9-9884-cf2dd9659006,"Visa Platinum, MasterСard Platinum",50 дней,до 150 000 ₽,,,19 лет,62 года,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,,,,
f796347a-f9bd-4cd0-96d6-ec7fb6b70e29,Visa Infinite,50 дней,до 150 000 ₽,,,19 лет,62 года,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,,,,
1cd4e914-674c-4bdf-b8f5-83a5abc6a6b0,MasterСard World,50 дней,любой,,,19 лет,62 года,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 300000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 300000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0.75'}]",,,,
182c9d1e-d89b-44b0-a28d-2b424023ba86,MasterСard Gold,62 дня,до 300 000 ₽,,,18 лет,70 лет,требуется,постоянная,не менее 3 месяцев,,,,,,
6680aefe-2908-4f0e-b045-f67436447f72,Мир Классическая,755 дней,до 600 000 ₽,,,20 лет,70 лет,не требуется,постоянная,не менее 3 месяцев,,,: до 50 %,50 %,,
ee7ecaa3-09d3-4051-851c-01f70e8d5bdf,MasterСard Gold,30 дней,до 500 000 ₽,,,18 лет,60 лет,не требуется,постоянная,не менее 6 месяцев,,,,,,
55db24e1-e9f7-47ec-8e1c-fa7cb20c6fee,,56 дней,от 150 000 ₽,,,21 год,60 лет,не требуется,"временная в регионе обращения, постоянная в любом регионе присутствия банка",не менее 3 месяцев,,,: до 25 %,20 %,валюта карты,5 000
5a821427-0f8f-4ca0-a609-f934f57e8518,Мир Supreme,до 56 дней,от 15 000 ₽ до 10 000 000 ₽,,,21 год,65 лет,не требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,: до 30 %,30 %,бонусы,5 000 бонусов
a0b328ee-301d-47f2-b6c0-73bf4afd5a87,,90 дней,любой,,,18 лет,70 лет,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2,9%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2,9%', 'Минимальная сумма комиссии': '120'}]","[{'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 250000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",: до 30 %,30 %,,
01d0389d-f850-4352-a557-37ea6ddc4204,Мир Supreme,55 дней,любой,,,18 лет,70 лет,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2,9%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2,9%', 'Минимальная сумма комиссии': '0'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 500000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",: до 30 %,30 %,,
6f2297b3-eda4-48c6-b4a9-0746998348db,Мир Supreme,55 дней,любой,,,18 лет,70 лет,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2,9%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2,9%', 'Минимальная сумма комиссии': '120'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 1000000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",: до 30 %,30 %,,
e0af06e3-e416-42e0-9b7c-a4113a50d3a6,"Visa Classic, MasterСard Standard",60 дней,любой,,,18 лет,70 лет,требуется,постоянная,Непрерывный трудовой стаж - не менее 3 месяцев.,,,,,,
cedd4b21-9291-4109-ae08-08237f87571d,MasterСard Gold,50 дней,до 400 000 ₽,,,21 год,65 лет,требуется,постоянная в регионе обращения,не менее 3 месяцев (для индивидуальных предпринимателей - 6 месяцев),"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2,5%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2,5%', 'Минимальная сумма комиссии': '80'}]",,: до 3 %,,валюта карты,3 000
8ca05410-283d-4bb2-8720-1264a95f46c6,MasterСard Standard,до 50 дней,до 200 000 ₽,,,20 лет,65 лет,требуется,постоянная в регионе обращения,не менее 3 месяцев,,,,,,
b933886e-2015-4c32-b102-f1ccf1c543bb,,50 дней,до 1 000 000 ₽,,,18 лет,70 лет,не требуется,постоянная,не менее 3 месяцев,,,,,,
6f54f045-7129-4dc7-a77f-d2015b5e6b09,,50 дней,до 1 000 000 ₽,,,18 лет,70 лет,не требуется,постоянная,не менее 3 месяцев,,,,,,
43a7a921-02e9-4c1b-b6b7-b95903eef332,,50 дней,до 1 500 000 ₽,,,20 лет,70 лет,требуется,"постоянная в регионе обращения, постоянная в любом регионе присутствия банка",не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,5%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '150'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,5%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '150'}]",,,,
646950a0-b3bd-4a3a-8f28-a8c861ee6c58,,60 дней,от 50 000 ₽,,,24 года,58 лет,требуется,постоянная в любом регионе присутствия банка,не менее 6-ти месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,5%', 'Минимальная сумма комиссии': '250'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,5%', 'Минимальная сумма комиссии': '250'}]",,,,,
632d1bab-aada-4ea0-b1b2-cf3299f42918,MasterСard World,55 дней,до 299 000 ₽,,,21 год,63 года,требуется,постоянная в регионе обращения,не менее 3 месяцев,,,,,,
7602de5d-8b54-4d8b-aeeb-3fc2f981fec5,"MasterСard Gold, Мир Virtual",56 дней,до 700 000 ₽,,,21 год,66 лет,требуется,постоянная в регионе обращения,не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5,99%', 'Минимальная сумма комиссии': '599'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5,99%', 'Минимальная сумма комиссии': '599'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]",: до 15 %,,баллы,3 000 баллов
867546aa-7247-405a-a1c8-58e2c28d25eb,Visa Classic/Gold,51 день,от 5 000 ₽,,,18 лет,65 лет,требуется,постоянная в любом регионе присутствия банка,не менее 4 месяцев,,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]",,,,
dc670c28-ca8e-4ac0-9a0a-d9f2885593c9,Visa Gold/Platinum,51 день,от 50 000 ₽ до 1 500 000 ₽,,,18 лет,70 лет,требуется,постоянная,не менее 6 месяцев.,,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3%', 'Минимальная сумма комиссии': '300'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2%', 'Минимальная сумма комиссии': '150'}]",,,,
841c2bd3-cb19-419d-8f75-9a031d04601c,Visa Classic,до 62 дней,от 10 000 ₽ до 500 000 ₽,,,18 лет,70 лет,не требуется,постоянная,не менее 3 месяцев,,,,,,
c1d98f7e-abc8-48a8-a476-039cd7fb8706,Visa Classic,62 дня,до 1 000 000 ₽,,,18 лет,70 лет,не требуется,постоянная,не менее 3 месяцев,,,,,,
196dc0d9-4133-4eba-bcff-90f410b15b28,Мир Классическая,62 дня,от 10 000 ₽ до 500 000 ₽,бесплатно,0 — 1 000 ₽,21 год,65 лет,требуется,постоянная в любом регионе присутствия банка,От 3 месяцев.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5%', 'Минимальная сумма комиссии': '500'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5%', 'Минимальная сумма комиссии': '500'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",: до 33 %,33 %,,
ad0ee097-4c36-4e66-b6da-201257ddc9e4,Мир Классическая,55 дней,до 1 000 000 ₽,,,21 год,57 лет,требуется,постоянная в любом регионе присутствия банка,От 6 месяцев.,,,: до 1 %,,валюта карты,3 000
5dbeb084-9cfd-4236-ba8a-a6623ec4013f,"MasterСard World, Мир Классическая",до 115 дней,до 1 500 000 ₽,,,18 лет,70 лет,не требуется,постоянная,не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '300'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '300'}]",: до 30 %,30 %,валюта карты,3 000
1ae7fe73-bfd7-46b5-88fe-db0398ca605a,,50 дней,от 30 000 ₽ до 150 000 ₽,,,23 года,70 лет,требуется,постоянная в любом регионе присутствия банка,не менее 1 месяца,,,,,,
8eef1d02-4604-48dc-b63c-9a6d3d7f29d0,,100 дней,до 200 000 ₽,,,21 год,65 лет,требуется,постоянная в любом регионе присутствия банка,"для лиц, получающих з/плату на банковский счет в АО «Кузнецкбизнесбанк не менее трех месяцев, для прочих граждан не менее 6-ти месяцев. (допускается смена работы переводом или разрывом трудового стажа не более 5-ти рабочих дней в случае увольнения).","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '500'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '500'}]",,,,
b690732d-cc9a-4b2a-998f-894c9895c2db,Visa Classic/Gold,50 дней,до 500 000 ₽,,,21 год,70 лет,требуется,постоянная в регионе обращения,от 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '390'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '390'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '390'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '390'}]",: до 15 %,15 %,,
b9658721-8e16-41de-9a3e-0ae9747a0ee1,,50 дней,до 500 000 ₽,,,21 год,65 лет,не требуется,постоянная,не менее 3 месяцев,,,,,,
a68221f7-2bbf-4481-b149-8eaf07d752de,,62 дня,до 300 000 ₽,,,21 год,60 лет,требуется,постоянная в любом регионе присутствия банка,не менее 6 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'от 30000', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]",: до 35 %,35 %,,
70ae78d2-b613-4688-b69d-07f00468070e,,62 дня,до 300 000 ₽,,,21 год,60 лет,требуется,постоянная в любом регионе присутствия банка,не менее 6 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 30000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",,,,
70678a3e-123d-4053-a52e-24029392afb1,,62 дня,до 300 000 ₽,,,21 год,60 лет,требуется,постоянная в любом регионе присутствия банка,не менее 6 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 30000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",,,,
fee1aa61-5db0-4578-8193-7fc964b7b61f,,120 дней,до 500 000 ₽,,,23 года,70 лет,требуется,"временная в регионе обращения, постоянная в любом регионе присутствия банка",не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'от 20000', 'Комиссия': '4,9%', 'Минимальная сумма комиссии': '490'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'от 20000', 'Комиссия': '4,9%', 'Минимальная сумма комиссии': '490'}]",,: до 33 %,,валюта карты,5 000
58d1ddd1-448f-4fe6-95e2-f60ef5e84375,,115 дней,от 10 000 ₽ до 300 000 ₽,,,18 лет,62 года,требуется,постоянная в любом регионе присутствия банка,от 3 (трех) месяцев.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '3,9%', 'Минимальная сумма комиссии': '390'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2%', 'Минимальная сумма комиссии': '300'}]",: до 30 %,,бонусы,3 000 бонусов
88c84bda-b84c-4499-9a45-7df671d50f40,MasterСard World,120 дней,до 300 000 ₽,,,21 год,62 года,требуется,постоянная в любом регионе присутствия банка,не менее 4 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 30000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 30000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",: до 5 %,,валюта карты,3 000
642b9dcb-7f16-45b9-a46b-5022dec486b8,Мир Классическая,110 дней,до 500 000 ₽,,,21 год,70 лет,требуется,постоянная в любом регионе присутствия банка,От 3 мес.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 10000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 10000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",,: до 3 %,,валюта карты,3 000
396fcc26-fab3-4ef8-99c2-2c532ce075d9,Мир Classic,Нет,от 30 000 ₽ до 5 000 000 ₽,,,21 год,70 лет,требуется,постоянная в любом регионе присутствия банка,должен превышать 6 месяцев,,,,,,
ccae8ad3-63a1-4998-a20f-a1ca6e03bb77,,112 дней,от 15 000 ₽ до 600 000 ₽,,,21 год,70 лет,требуется,"временная в регионе обращения, постоянная в регионе обращения",не менее 6 месяцев.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '299'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5%', 'Минимальная сумма комиссии': '299'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '299'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5%', 'Минимальная сумма комиссии': '299'}]",: до 2 %,,валюта карты,3 000
